2328 .   They rejected colonization as a racist scheme and opposed the use of violence to end slavery .   Influenced by evangelical Protestantism , Garrison and other abolitionists believed in [ER] moral suasion [ER] , [EH] a technique of appealing to the conscience of the public , especially slaveholders [EH] .   Moral suasion relied on dramatic narratives , often from former slaves , about the horrors of slavery , arguing that slavery destroyed families , as children were sold and taken away from their mothers and fathers ( [ link ] ) .	Direct-Defines
2340 .   Douglas portrayed the Republican Party as an abolitionist effort — one that aimed to bring about [ER] miscegenation [ER] , or [EH] race - mixing through sexual relations or marriage [EH] .   The “ black Republicans , ” Douglas declared , posed a dangerous threat to the Constitution .	Direct-Defines
2352 .   By late 1862 , the course of the war had changed to take on the characteristics of [ER] total war [ER] , in which [EH] armies attempt to demoralize the enemy by both striking military targets and disrupting their opponent ’s ability to wage war through destruction of their resources [EH] .   In this type of war , armies often make no distinction between civilian and military targets .	Direct-Defines
2355 .   A Union campaign to convince individuals to buy the bonds helped increase sales .   The Republicans also passed [ER] the Legal Tender Act of 1862 , calling for paper money — known as greenbacks — to be printed [ link ] ) .   The Republicans also passed the Legal Tender Act of 1862 [ER] , [EH] calling for paper money — known as greenbacks — to be printed [ link ] ) [EH] .   Some $ 150 million worth of greenbacks became legal tender , and the Northern economy boomed , although high inflation also resulted .	Direct-Defines
2355 .   A Union campaign to convince individuals to buy the bonds helped increase sales .   The Republicans also passed the Legal Tender Act of 1862 , calling for [EH] paper money [EH] — known as [ER] greenbacks [ER] — to be printed [ link ] ) .   The Republicans also passed the Legal Tender Act of 1862 , calling for paper money — known as greenbacks — to be printed [ link ] ) .   Some $ 150 million worth of greenbacks became legal tender , and the Northern economy boomed , although high inflation also resulted .	Direct-Defines
2364 .   However , the proposal instantly drew fire from [ER] a larger faction of Republicans in Congress who did not want to deal moderately with the South [ER] .   [EH] These members of Congress , known as Radical Republicans , wanted to remake the South and punish the rebels .   These members of Congress [EH] , known as Radical Republicans , wanted to remake the South and punish the rebels .   Radical Republicans insisted on harsh terms for the defeated Confederacy and protection for former slaves , going far beyond what the president proposed .	Refers-To
2373 .   Black voter registration in the late 1860s and the ratification of the Fifteenth Amendment finally brought what Lincoln had characterized as “ a new birth of freedom . ”   [ER] Union Leagues [ER] , [EH] fraternal groups founded in the North that promoted loyalty to the Union and the Republican Party during the Civil War , expanded into the South after the war and were transformed into political clubs that served both political and civic functions [EH] .   As centers of the black communities in the South , the leagues became vehicles for the dissemination of information , acted as mediators between members of the black community and the white establishment , and served other practical functions like helping to build schools and churches for the community they served .	Direct-Defines
2379 .   Congress also passed a series of three laws designed to stamp out the Klan .   Passed in 1870 and 1871 , [ER] the Enforcement Acts [ER] or “ Force Acts ” were [EH] designed to outlaw intimidation at the polls and to give the federal government the power to prosecute crimes against freed people in federal rather than state courts [EH] .   Congress believed that this last step , a provision in the third Enforcement Act , also called the Ku Klux Klan Act , was necessary in order to ensure that trials would not be decided by white juries in southern states friendly to the Klan .	Direct-Defines
2379 .   Congress also passed a series of three laws designed to stamp out the Klan .   Passed in 1870 and 1871 , [ER] the Enforcement Acts [ER] or “ [EH] Force Acts [EH] ” were designed to outlaw intimidation at the polls and to give the federal government the power to prosecute crimes against freed people in federal rather than state courts .   Congress believed that this last step , a provision in the third Enforcement Act , also called the Ku Klux Klan Act , was necessary in order to ensure that trials would not be decided by white juries in southern states friendly to the Klan .	AKA
2382 .   [ER] The concept of Manifest Destiny [ER] found its roots in the long - standing traditions of territorial expansion upon which the nation itself was founded .   [EH] This phrase [EH] , which implies divine encouragement for territorial expansion , was coined by magazine editor John O’Sullivan in 1845 , when he wrote in the United States Magazine and Democratic Review that “ it was our manifest destiny to overspread the continent allotted by Providence for the free development of our multiplying millions . ”   Although the context of O’Sullivan ’s original article was to encourage expansion into the newly acquired Texas territory , the spirit it invoked would subsequently be used to encourage westward settlement throughout the rest of the nineteenth century .	Refers-To
2382 .   The concept of Manifest Destiny found its roots in the long - standing traditions of territorial expansion upon which the nation itself was founded .   [ER] This phrase [ER] , which [EH] implies divine encouragement for territorial expansion , was coined by magazine editor John O’Sullivan in 1845 [EH] , when he wrote in the United States Magazine and Democratic Review that “ it was our manifest destiny to overspread the continent allotted by Providence for the free development of our multiplying millions . ”   Although the context of O’Sullivan ’s original article was to encourage expansion into the newly acquired Texas territory , the spirit it invoked would subsequently be used to encourage westward settlement throughout the rest of the nineteenth century .	Indirect-Defines
2391 .   The final episode in the so - called Indian Wars occurred in 1890 , at the Battle of Wounded Knee in South Dakota .   On their reservation , the Sioux had begun to perform [ER] the “ Ghost Dance , ” [ER] which [EH] told of an Indian Messiah who would deliver the tribe from its hardship [EH] , with such frequency that white settlers began to worry that another uprising would occur .	Direct-Defines
2397 .   Carnegie ’s famous essay , [ER] The Gospel of Wealth [ER] , featured below , expounded on his beliefs .   In it , he [EH] borrowed from Herbert Spencer ’s theory of social Darwinism , which held that society developed much like plant or animal life through a process of evolution in which the most fit and capable enjoyed the greatest material and social success [EH] .	Direct-Defines
2400 .   tolerated the presence of the most gigantic , the most cruel , impudent , pitiless and grasping monopoly that ever fastened itself upon a country . ”   Seeking still more control , Rockefeller recognized the advantages of controlling the transportation of his product .   He next began to grow his company through [ER] vertical integration [ER] , wherein [EH] a company handles all aspects of a product ’s lifecycle , from the creation of raw materials through the production process to the delivery of the final product [EH] .   In Rockefeller ’s case , this model required investment and acquisition of companies involved in everything from barrel - making to pipelines , tanker cars to railroads .	Direct-Defines
2403 .   This solitary and repetitive work style was a difficult adjustment for those used to more collaborative and skill - based work , whether on farms or in crafts shops .   Managers embraced Fredrick Taylor ’s principles of [ER] scientific management [ER] , also called “ [EH] stop - watch management [EH] , ” where he used stop - watch studies to divide manufacturing tasks into short , repetitive segments .   A mechanical engineer by training , Taylor encouraged factory owners to seek efficiency and profitability over any benefits of personal interaction .	AKA
2403 .   This solitary and repetitive work style was a difficult adjustment for those used to more collaborative and skill - based work , whether on farms or in crafts shops .   Managers embraced Fredrick Taylor ’s principles of [ER] scientific management [ER] , also called “ stop - watch management , ” where he [EH] used stop - watch studies to divide manufacturing tasks into short , repetitive segments [EH] .   A mechanical engineer by training , Taylor encouraged factory owners to seek efficiency and profitability over any benefits of personal interaction .	Direct-Defines
2409 .   The primary form of relief for working - class urban Americans , and particularly immigrants , came in the form of [ER] machine politics [ER] .   [EH] This phrase [EH] referred to the process by which every citizen of the city , no matter their ethnicity or race , was a ward resident with an alderman who spoke on their behalf at city hall .	Refers-To
2409 .   The primary form of relief for working - class urban Americans , and particularly immigrants , came in the form of machine politics .   [ER] This phrase [ER] referred to [EH] the process by which every citizen of the city , no matter their ethnicity or race , was a ward resident with an alderman who spoke on their behalf at city hall [EH] .	Indirect-Defines
2412 .   These included more expensive excursions , such as vacations in Newport , Rhode Island , winter relocation to sunny Florida , and frequent trips aboard steamships to Europe .   For those who were not of the highly respected “ old money , ” but only recently obtained their riches through business ventures , the relief they sought came in the form of one book — the annual Social Register .   First published in 1886 by Louis Keller in New York City , [ER] the register [ER] became [EH] a directory of the wealthy socialites who populated the city [EH] .	Indirect-Defines
2412 .   These included more expensive excursions , such as vacations in Newport , Rhode Island , winter relocation to sunny Florida , and frequent trips aboard steamships to Europe .   For those who were not of the highly respected “ old money , ” but only recently obtained their riches through business ventures , the relief they sought came in the form of one book — [ER] the annual Social Register [ER] .   First published in 1886 by Louis Keller in New York City , [EH] the register [EH] became a directory of the wealthy socialites who populated the city .	Refers-To
2415 .   Between the end of the Civil War and the beginning of the Great Depression , nearly two million African Americans fled the rural South to seek new opportunities elsewhere .   While some moved west , the vast majority of this Great Migration , as the large exodus of African Americans leaving the South in the early twentieth century was called , traveled to the Northeast and Upper Midwest .   The following cities were the primary destinations for these African Americans : New York , Chicago , Philadelphia , St. Louis , Detroit , Pittsburgh , Cleveland , and Indianapolis 608 .   In [ER] shotgun sequencing method [ER] , [EH] several copies of a DNA fragment are cut randomly into many smaller pieces ( somewhat like what happens to a round shot cartridge when fired from a shotgun ) [EH] .   All of the segments are then sequenced using the chain - sequencing method .	Direct-Defines
2415 .   Between the end of the Civil War and the beginning of the Great Depression , nearly two million African Americans fled the rural South to seek new opportunities elsewhere .   While some moved west , the vast majority of this [ER] Great Migration [ER] , as [EH] the large exodus of African Americans leaving the South in the early twentieth century [EH] was called , traveled to the Northeast and Upper Midwest .   The following cities were the primary destinations for these African Americans : New York , Chicago , Philadelphia , St. Louis , Detroit , Pittsburgh , Cleveland , and Indianapolis 608 .   In shotgun sequencing method , several copies of a DNA fragment are cut randomly into many smaller pieces ( somewhat like what happens to a round shot cartridge when fired from a shotgun ) .   All of the segments are then sequenced using the chain - sequencing method .	Direct-Defines
614 .   [ER] DNA microarrays [ER] are [EH] methods used to detect gene expression by analyzing an array of DNA fragments that are fixed to a glass slide or a silicon chip to identify active genes and identify sequences [EH] .   Almost one million genotypic abnormalities can be discovered using microarrays , whereas whole - genome sequencing can provide information about all six billion base pairs in the human genome .	Direct-Defines
617 .   Metabolomics is related to genomics and proteomics .   Metabolomics involves the study of small molecule metabolites found in an organism .   [ER] The metabolome [ER] is [EH] the complete set of metabolites that are related to the genetic makeup of an organism [EH] .	Direct-Defines
617 .   Metabolomics is related to genomics and proteomics .   [ER] Metabolomics [ER] involves [EH] the study of small molecule metabolites found in an organism [EH] .   The metabolome is the complete set of metabolites that are related to the genetic makeup of an organism .	Direct-Defines
620 .   Proteomic approaches are being used to improve screening and early detection of cancer ; this is achieved by identifying proteins whose expression is affected by the disease process .   Proteomic approaches are being used to improve screening and early detection of cancer ; this is achieved by identifying proteins whose expression is affected by the disease process .   An individual protein is called a biomarker , whereas [EH] a set of proteins with altered expression levels [EH] is called [ER] a protein signature [ER] .   For a biomarker or protein signature to be useful as a candidate for early screening and detection of a cancer , it must be secreted in body fluids , such as sweat , blood , or urine , such that large - scale screenings can be performed in a non - invasive fashion .	Supplements
620 .   Proteomic approaches are being used to improve screening and early detection of cancer ; this is achieved by identifying [EH] proteins whose expression is affected by the disease process .   Proteomic approaches are being used to improve screening and early detection of cancer ; this is achieved by identifying proteins whose expression is affected by the disease process [EH] .   An individual protein is called a biomarker , whereas a set of proteins with altered expression levels is called [ER] a protein signature [ER] .   For a biomarker or protein signature to be useful as a candidate for early screening and detection of a cancer , it must be secreted in body fluids , such as sweat , blood , or urine , such that large - scale screenings can be performed in a non - invasive fashion .	Direct-Defines
620 .   Proteomic approaches are being used to improve screening and early detection of cancer ; this is achieved by identifying proteins whose expression is affected by the disease process .   Proteomic approaches are being used to improve screening and early detection of cancer ; this is achieved by identifying proteins whose expression is affected by the disease process .   [EH] An individual protein [EH] is called [ER] a biomarker [ER] , whereas a set of proteins with altered expression levels is called a protein signature .   For a biomarker or protein signature to be useful as a candidate for early screening and detection of a cancer , it must be secreted in body fluids , such as sweat , blood , or urine , such that large - scale screenings can be performed in a non - invasive fashion .	Supplements
626 .   Darwin called this mechanism natural selection .   [ER] Natural selection [ER] , also known as “ survival of the fittest , ” is [EH] the more prolific reproduction of individuals with favorable traits that survive environmental change because of those traits ; this leads to evolutionary change [EH] .	Direct-Defines
626 .   Darwin called this mechanism natural selection .   [ER] Natural selection [ER] , also known as “ [EH] survival of the fittest [EH] , ” is the more prolific reproduction of individuals with favorable traits that survive environmental change because of those traits ; this leads to evolutionary change .	AKA
629 .   Sometimes , evolution gives rise to groups of organisms that become tremendously different from each other .   [EH] When two species evolve in diverse directions from a common point [EH] , it is called [ER] divergent evolution [ER] .   Such divergent evolution can be seen in the forms of the reproductive organs of flowering plants which share the same basic anatomies ; however , they can look very different as a result of selection in different physical environments and adaptation to different kinds of pollinators ( [ link ] ) .   Flowering plants evolved from a common ancestor .	Direct-Defines
632 .   [ER] Some structures exist in organisms that have no apparent function at all , and appear to be residual parts from a past common ancestor [ER] .   [EH] These unused structures without function are called vestigial structures .   These unused structures without function [EH] are called vestigial structures .   Other examples of vestigial structures are wings on flightless birds , leaves on some cacti , and hind leg bones in whales .	Refers-To
638 .   For example , even though bald eagles ( Haliaeetus leucocephalus ) and African fish eagles ( Haliaeetus vocifer ) are both birds and eagles , each belongs to a separate species group ( [ link ] ) .   If humans were to artificially intervene and fertilize the egg of a bald eagle with the sperm of an African fish eagle and a chick did hatch , that offspring , called [ER] a hybrid [ER] ( [EH] a cross between two species [EH] ) , would probably be infertile — unable to successfully reproduce after it reached maturity .   Different species may have different genes that are active in development ; therefore , it may not be possible to develop a viable offspring with two different sets of directions .	Direct-Defines
638 .   For example , even though bald eagles ( Haliaeetus leucocephalus ) and African fish eagles ( Haliaeetus vocifer ) are both birds and eagles , each belongs to a separate species group ( [ link ] ) .   If humans were to artificially intervene and fertilize the egg of a bald eagle with the sperm of an African fish eagle and a chick did hatch , that offspring , called a hybrid ( a cross between two species ) , would probably be [ER] infertile [ER] — [EH] unable to successfully reproduce after it reached maturity [EH] .   Different species may have different genes that are active in development ; therefore , it may not be possible to develop a viable offspring with two different sets of directions .	Direct-Defines
641 .   [ER] Allopatric speciation [ER] ( allo- = " other " ; -patric = " homeland " ) involves [EH] geographic separation of populations from a parent species and subsequent evolution [EH] .   Sympatric speciation ( sym- = " same " ; -patric = " homeland " ) involves speciation occurring within a parent species remaining in one location .	Direct-Defines
641 .   Allopatric speciation ( allo- = " other " ; -patric = " homeland " ) involves geographic separation of populations from a parent species and subsequent evolution .   [ER] Sympatric speciation [ER] ( sym- = " same " ; -patric = " homeland " ) involves [EH] speciation occurring within a parent species remaining in one location [EH] .	Direct-Defines
641 .   Allopatric speciation ( allo- = " other " ; -patric = " homeland " ) involves geographic separation of populations from a parent species and subsequent evolution .   [ER] Sympatric speciation [ER] ( [EH] sym- = " same " ; -patric = " homeland " [EH] ) involves speciation occurring within a parent species remaining in one location .	Supplements
641 .   [ER] Allopatric speciation [ER] ( [EH] allo- = " other " ; -patric = " homeland " [EH] ) involves geographic separation of populations from a parent species and subsequent evolution .   Sympatric speciation ( sym- = " same " ; -patric = " homeland " ) involves speciation occurring within a parent species remaining in one location .	Supplements
644 .   Reproductive isolation is the inability to interbreed .   [ER] In some cases , a polyploid individual will have two or more complete sets of chromosomes from its own species [ER] in a condition called autopolyploidy ( [ link ] ) .   [EH] The prefix “ auto- ” means “ self , ” [EH] so the term means multiple chromosomes from one ’s own species .	Supplements
644 .   Reproductive isolation is the inability to interbreed .   [EH] In some cases , a polyploid individual will have two or more complete sets of chromosomes from its own species [EH] in a condition called [ER] autopolyploidy [ER] ( [ link ] ) .   The prefix “ auto- ” means “ self , ” so the term means multiple chromosomes from one ’s own species .	Direct-Defines
644 .   Reproductive isolation is the inability to interbreed .   In some cases , a polyploid individual will have two or more complete sets of chromosomes from its own species in a condition called [ER] autopolyploidy [ER] ( [ link ] ) .   The prefix “ auto- ” means “ self , ” so [EH] the term [EH] means multiple chromosomes from one ’s own species .	Refers-To
644 .   [ER] Reproductive isolation [ER] is [EH] the inability to interbreed [EH] .   In some cases , a polyploid individual will have two or more complete sets of chromosomes from its own species in a condition called autopolyploidy ( [ link ] ) .   The prefix “ auto- ” means “ self , ” so the term means multiple chromosomes from one ’s own species .	Direct-Defines
644 .   Reproductive isolation is the inability to interbreed .   In some cases , a polyploid individual will have two or more complete sets of chromosomes from its own species in a condition called autopolyploidy ( [ link ] ) .   The prefix “ auto- ” means “ self , ” so [ER] the term [ER] means [EH] multiple chromosomes from one ’s own species [EH] .	Indirect-Defines
647 .   Recall that a zygote is a fertilized egg : the first cell of the development of an organism that reproduces sexually .   Therefore , [ER] a prezygotic barrier [ER] is [EH] a mechanism that blocks reproduction from taking place ; this includes barriers that prevent fertilization when organisms attempt reproduction [EH] .   A postzygotic barrier occurs after zygote formation ; this includes organisms that do n’t survive the embryonic stage and those that are born sterile .	Direct-Defines
647 .   Recall that [ER] a zygote [ER] is [EH] a fertilized egg : the first cell of the development of an organism that reproduces sexually [EH] .   Therefore , a prezygotic barrier is a mechanism that blocks reproduction from taking place ; this includes barriers that prevent fertilization when organisms attempt reproduction .   A postzygotic barrier occurs after zygote formation ; this includes organisms that do n’t survive the embryonic stage and those that are born sterile .	Direct-Defines
650 .   In some cases , [ER] populations of a species move or are moved to a new habitat and take up residence in a place that no longer overlaps with the other populations of the same species [ER] .   [EH] This situation is called habitat isolation .   This situation [EH] is called habitat isolation .   Reproduction with the parent species ceases , and a new group exists that is now reproductively and genetically independent .	Refers-To
662 .   [ER] Heritability [ER] is [EH] the fraction of phenotype variation that can be attributed to genetic differences , or genetic variance , among individuals in a population [EH] .   The greater the hereditability of a population ’s phenotypic variation , the more susceptible it is to the evolutionary forces that act on heritable variation .	Direct-Defines
668 .   Genetic drift can also be magnified by natural events , such as a natural disaster that kills — at random — a large portion of the population .   Known as [ER] the bottleneck effect [ER] , it [EH] results in a large portion of the genome suddenly being wiped out [EH] ( [ link ] ) .   In one fell swoop , the genetic structure of the survivors becomes the genetic structure of the entire population , which may be very different from the pre - disaster population .	Direct-Defines
671 .   Traits that lead to more matings for an individual become selected for by natural selection .   One common form of mate choice , called [ER] assortative mating [ER] , is [EH] an individual ’s preference to mate with partners who are phenotypically similar to themselves [EH] .	Direct-Defines
677 .   If [EH] natural selection favors an average phenotype , selecting against extreme variation [EH] , the population will undergo [ER] stabilizing selection [ER] ( [ link ] ) .   In a population of mice that live in the woods , for example , natural selection is likely to favor individuals that best blend in with the forest floor and are less likely to be spotted by predators .	Direct-Defines
680 .   Another type of selection , called [ER] frequency - dependent selection [ER] , [EH] favors phenotypes that are either common ( positive frequency - dependent selection ) or rare ( negative frequency - dependent selection ) [EH] .   An interesting example of this type of selection is seen in a unique group of lizards of the Pacific Northwest .	Direct-Defines
683 .   [ER] The good genes hypothesis [ER] states that [EH] males develop these impressive ornaments to show off their efficient metabolism or their ability to fight disease [EH] .   Females then choose males with the most impressive traits because it signals their genetic superiority , which they will then pass on to their offspring .	Direct-Defines
683 .   The good genes hypothesis states that [ER] males develop these impressive ornaments to show off their efficient metabolism or their ability to fight disease [ER] .   [EH] Females then choose males with the most impressive traits because it signals their genetic superiority , which they will then pass on to their offspring [EH] .	Supplements
686 .   Scientists use a tool called a phylogenetic tree to show the evolutionary pathways and connections among organisms .   [ER] A phylogenetic tree [ER] is [EH] a diagram used to reflect evolutionary relationships among organisms or groups of organisms [EH] .   Scientists consider phylogenetic trees to be a hypothesis of the evolutionary past since one can not go back to confirm the proposed relationships .	Direct-Defines
686 .   Scientists use a tool called a phylogenetic tree to show the evolutionary pathways and connections among organisms .   A phylogenetic tree is [ER] a diagram used to reflect evolutionary relationships among organisms or groups of organisms [ER] .   [EH] Scientists consider phylogenetic trees to be a hypothesis of the evolutionary past since one can not go back to confirm the proposed relationships [EH] .	Supplements
689 .   [EH] The point where a split occurs [EH] , called [ER] a branch point [ER] , represents where a single lineage evolved into a distinct new one .   A lineage that evolved early from the root and remains unbranched is called basal taxon .   When two lineages stem from the same branch point , they are called sister taxa .   When two lineages stem from the same branch point , they are called sister taxa .	Direct-Defines
689 .   [ER] The point where a split occurs [ER] , called a branch point , [EH] represents where a single lineage evolved into a distinct new one [EH] .   A lineage that evolved early from the root and remains unbranched is called basal taxon .   When two lineages stem from the same branch point , they are called sister taxa .   When two lineages stem from the same branch point , they are called sister taxa .	fragment
689 .   The point where a split occurs , called a branch point , represents where a single lineage evolved into a distinct new one .   [EH] A lineage that evolved early from the root and remains unbranched [EH] is called [ER] basal taxon [ER] .   When two lineages stem from the same branch point , they are called sister taxa .   When two lineages stem from the same branch point , they are called sister taxa .	Direct-Defines
695 .   [EH] Within each domain is a second category [EH] called [ER] a kingdom [ER] .   After kingdoms , the subsequent categories of increasing specificity are : phylum , class , order , family , genus , and species ( [ link ] ) .	Direct-Defines
698 .   This usually happens because both organisms were in common adaptations that evolved within similar environmental conditions .   When similar characteristics occur because of environmental constraints and not due to a close evolutionary relationship , it is called [ER] an analogy [ER] or [EH] homoplasy [EH] .   For example , insects use wings to fly like bats and birds , but the wing structure and embryonic origin is completely different .	AKA
698 .   This usually happens because both organisms were in common adaptations that evolved within similar environmental conditions .   When [EH] similar characteristics occur because of environmental constraints and not due to a close evolutionary relationship [EH] , it is called [ER] an analogy [ER] or homoplasy .   For example , insects use wings to fly like bats and birds , but the wing structure and embryonic origin is completely different .	Direct-Defines
704 .   To aid in the tremendous task of describing phylogenies accurately , scientists often use a concept called [ER] maximum parsimony [ER] , which means that [EH] events occurred in the simplest , most obvious way [EH] .   For example , if a group of people entered a forest preserve to go hiking , based on the principle of maximum parsimony , one could predict that most of the people would hike on established trails rather than forge new ones .	Direct-Defines
710 .   [ER] The mitochondria - first hypothesis [ER] proposes that [EH] mitochondria were first established in a prokaryotic host [EH] ( [ link ] b ) , which subsequently acquired a nucleus , by fusion or other mechanisms , to become the first eukaryotic cell .   Most interestingly , the eukaryote - first hypothesis proposes that prokaryotes actually evolved from eukaryotes by losing genes and complexity ( [ link ] c ) .   All of these hypotheses are testable .	Direct-Defines
710 .   The mitochondria - first hypothesis proposes that mitochondria were first established in a prokaryotic host ( [ link ] b ) , which subsequently acquired a nucleus , by fusion or other mechanisms , to become the first eukaryotic cell .   Most interestingly , [ER] the eukaryote - first hypothesis [ER] proposes that [EH] prokaryotes actually evolved from eukaryotes by losing genes and complexity [EH] ( [ link ] c ) .   All of these hypotheses are testable .	Direct-Defines
710 .   The mitochondria - first hypothesis proposes that [ER] mitochondria were first established in a prokaryotic host [ER] ( [ link ] b ) , [EH] which subsequently acquired a nucleus , by fusion or other mechanisms , to become the first eukaryotic cell [EH] .   Most interestingly , the eukaryote - first hypothesis proposes that prokaryotes actually evolved from eukaryotes by losing genes and complexity ( [ link ] c ) .   All of these hypotheses are testable .	fragment
713 .   [ER] Virions [ER] , single virus particles , are very small , about 20–250 nanometers in diameter .   [EH] These individual virus particles are the infectious form of a virus outside the host cell .   These individual virus particles [EH] are the infectious form of a virus outside the host cell .	Refers-To
716 .   Viruses come in many shapes and sizes , but these are consistent and distinct for each viral family .   [ER] All virions have a nucleic acid genome covered by a protective layer of proteins [ER] , called a capsid .   [EH] The capsid is made up of protein subunits called capsomeres [EH] .	Supplements
716 .   Viruses come in many shapes and sizes , but these are consistent and distinct for each viral family .   [EH] All virions have a nucleic acid genome covered by a protective layer of proteins [EH] , called [ER] a capsid [ER] .   The capsid is made up of protein subunits called capsomeres .	Direct-Defines
719 .   Glycoproteins embedded in the viral envelope are used to attach to host cells .   Other envelope proteins are [ER] the matrix proteins [ER] that [EH] stabilize the envelope and often play a role in the assembly of progeny virions [EH] .   Chicken pox , influenza , and mumps are examples of diseases caused by viruses with envelopes .	Direct-Defines
719 .   [ER] Glycoproteins [ER] [EH] embedded in the viral envelope are used to attach to host cells [EH] .   Other envelope proteins are the matrix proteins that stabilize the envelope and often play a role in the assembly of progeny virions .   Chicken pox , influenza , and mumps are examples of diseases caused by viruses with envelopes .	Direct-Defines
722 .   Their mRNA is produced by transcription in much the same way as with cellular DNA .   [ER] Group II viruses [ER] [EH] have single - stranded DNA ( ssDNA ) as their genome [EH] .   They convert their single - stranded genomes into a dsDNA intermediate before transcription to mRNA can occur .	Direct-Defines
725 .   Group IV viruses have ssRNA as their genome with a positive polarity .   [ER] Positive polarity [ER] means that [EH] the genomic RNA can serve directly as mRNA [EH] .   Intermediates of dsRNA , called replicative intermediates , are made in the process of copying the genomic RNA .	Direct-Defines
725 .   [ER] Group IV viruses [ER] [EH] have ssRNA as their genome with a positive polarity [EH] .   Positive polarity means that the genomic RNA can serve directly as mRNA .   Intermediates of dsRNA , called replicative intermediates , are made in the process of copying the genomic RNA .	Direct-Defines
725 .   Group IV viruses have ssRNA as their genome with a positive polarity .   Positive polarity means that the genomic RNA can serve directly as mRNA .   [ER] Intermediates of dsRNA [ER] , called replicative intermediates , [EH] are made in the process of copying the genomic RNA [EH] .	fragment
725 .   Group IV viruses have ssRNA as their genome with a positive polarity .   Positive polarity means that the genomic RNA can serve directly as mRNA .   [EH] Intermediates of dsRNA [EH] , called [ER] replicative intermediates [ER] , are made in the process of copying the genomic RNA .	Direct-Defines
728 .   Additionally , full - length positive RNA strands are made to serve as templates for the production of the negative - stranded genome .   Group VI viruses have [ER] diploid [ER] ( [EH] two copies [EH] ) ssRNA genomes that must be converted , using the enzyme reverse transcriptase , to dsDNA ; the dsDNA is then transported to the nucleus of the host cell and inserted into the host genome .   Group VI viruses have diploid ( two copies ) ssRNA genomes that must be converted , using the enzyme reverse transcriptase , to dsDNA ; the dsDNA is then transported to the nucleus of the host cell and inserted into the host genome .   Then , mRNA can be produced by transcription of the viral DNA that was integrated into the host genome .	Direct-Defines
728 .   Additionally , full - length positive RNA strands are made to serve as templates for the production of the negative - stranded genome .   [ER] Group VI viruses have diploid ( two copies ) ssRNA genomes that must be converted , using the enzyme reverse transcriptase , to dsDNA ; the dsDNA is then transported to the nucleus of the host cell and inserted into the host genome .   Group VI viruses [ER] [EH] have diploid ( two copies ) ssRNA genomes that must be converted , using the enzyme reverse transcriptase , to dsDNA ; the dsDNA is then transported to the nucleus of the host cell and inserted into the host genome [EH] .   Then , mRNA can be produced by transcription of the viral DNA that was integrated into the host genome .	Direct-Defines
731 .   The viral replication cycle can produce dramatic biochemical and structural changes in the host cell , which may cause cell damage .   These changes , called cytopathic ( causing cell damage ) effects , can change cell functions or even destroy the cell .   These changes , called cytopathic ( causing cell damage ) effects , can change cell functions or even destroy the cell .   Some infected cells , such as those infected by the common cold virus known as rhinovirus , die through lysis ( bursting ) or [ER] apoptosis [ER] ( [EH] programmed cell death or “ cell suicide ” [EH] ) , releasing all progeny virions at once .	Direct-Defines
731 .   The viral replication cycle can produce dramatic biochemical and structural changes in the host cell , which may cause cell damage .   These changes , called cytopathic ( causing cell damage ) effects , can change cell functions or even destroy the cell .   These changes , called cytopathic ( causing cell damage ) effects , can change cell functions or even destroy the cell .   Some infected cells , such as those infected by [EH] the common cold virus [EH] known as [ER] rhinovirus [ER] , die through lysis ( bursting ) or apoptosis ( programmed cell death or “ cell suicide ” ) , releasing all progeny virions at once .	Direct-Defines
731 .   The viral replication cycle can produce dramatic biochemical and structural changes in the host cell , which may cause cell damage .   These changes , called cytopathic ( causing cell damage ) effects , can change cell functions or even destroy the cell .   These changes , called cytopathic ( causing cell damage ) effects , can change cell functions or even destroy the cell .   Some infected cells , such as those infected by the common cold virus known as rhinovirus , die through [ER] lysis [ER] ( [EH] bursting [EH] ) or apoptosis ( programmed cell death or “ cell suicide ” ) , releasing all progeny virions at once .	Direct-Defines
731 .   [ER] The viral replication cycle can produce dramatic biochemical and structural changes in the host cell , which may cause cell damage [ER] .   [EH] These changes , called cytopathic ( causing cell damage ) effects , can change cell functions or even destroy the cell .   These changes [EH] , called cytopathic ( causing cell damage ) effects , can change cell functions or even destroy the cell .   Some infected cells , such as those infected by the common cold virus known as rhinovirus , die through lysis ( bursting ) or apoptosis ( programmed cell death or “ cell suicide ” ) , releasing all progeny virions at once .	Refers-To
731 .   [ER] The viral replication cycle can produce dramatic biochemical and structural changes in the host cell , which may cause cell damage [ER] .   These changes , called cytopathic ( causing cell damage ) effects , [EH] can change cell functions or even destroy the cell .   These changes , called cytopathic ( causing cell damage ) effects , can change cell functions or even destroy the cell [EH] .   Some infected cells , such as those infected by the common cold virus known as rhinovirus , die through lysis ( bursting ) or apoptosis ( programmed cell death or “ cell suicide ” ) , releasing all progeny virions at once .	Supplements
737 .   When [EH] infection of a cell by a bacteriophage results in the production of new virions [EH] , the infection is said to be [ER] productive [ER] .   If the virions are released by bursting the cell , the virus replicates by means of a lytic cycle ( [ link ] ) .   An example of a lytic bacteriophage is T4 , which infects Escherichia coli found in the human intestinal tract .	Direct-Defines
